surfactant,temperature_(degC),composition_(wt%),observed_phase,tail_length_calculated_(A),tail_volume_calculated_(A^3),head_area_calculated_(A^2),AL/V_calculated,shape_identifier_(0-L/1-V/2-Y),phase_diagram_reference
C16E4,80,0.8,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,80,0.85,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,80,0.9,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,80,0.95,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,80,1,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.05,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.1,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.15,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.2,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.25,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.3,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.35,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.4,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.45,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.5,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.55,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.6,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.65,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.7,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.75,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.8,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.85,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.9,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,0.95,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,85,1,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.05,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.1,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.15,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.2,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.25,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.3,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.35,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.4,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.45,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.5,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.55,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.6,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.65,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.7,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.75,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.8,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.85,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.9,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,0.95,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,90,1,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.05,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.1,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.15,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.2,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.25,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.3,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.35,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.4,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.45,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.5,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.55,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.6,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.65,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.7,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.75,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.8,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.85,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.9,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,0.95,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,95,1,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.05,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.1,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.15,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.2,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.25,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.3,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.35,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.4,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.45,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.5,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.55,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.6,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.65,Water + L,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.7,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.75,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.8,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.85,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.9,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,0.95,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E4,100,1,L2,21.35,459.2,56.5,2.63,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.05,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.1,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.15,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.2,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.25,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.3,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.35,I1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.4,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.45,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.5,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.55,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.6,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.65,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.7,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.75,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.8,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.85,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.9,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,0.95,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,0,1,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.05,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.1,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.15,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.2,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.25,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.3,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.35,I1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.4,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.45,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.5,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.55,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.6,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.65,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.7,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.75,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.8,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.85,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.9,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,0.95,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,5,1,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.05,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.1,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.15,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.2,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.25,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.3,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.35,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.4,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.45,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.5,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.55,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.6,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.65,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.7,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.75,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.8,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.85,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.9,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,0.95,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,10,1,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.05,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.1,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.15,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.2,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.25,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.3,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.35,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.4,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.45,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.5,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.55,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.6,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.65,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.7,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.75,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.8,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.85,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.9,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,0.95,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,15,1,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.05,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.1,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.15,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.2,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.25,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.3,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.35,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.4,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.45,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.5,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.55,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.6,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.65,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.7,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.75,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.8,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.85,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.9,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,0.95,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,20,1,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.05,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.1,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.15,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.2,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.25,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.3,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.35,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.4,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.45,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.5,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.55,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.6,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.65,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.7,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.75,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.8,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.85,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.9,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,0.95,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,25,1,S,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,30,0,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,30,0.05,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,30,0.1,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,30,0.15,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,30,0.2,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,30,0.25,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,30,0.3,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,30,0.35,L1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,30,0.4,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,30,0.45,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,30,0.5,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,30,0.55,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,30,0.6,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,30,0.65,H1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,30,0.7,V1,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
C16E8,30,0.75,La,21.35,459.2,72.5,3.37,0,J Chem Soc Faraday Trans I 79 975-1000 (1983)
